chunk_id,chunk_english,chunk_portuguese,chunk_spanish,chunk_scale,tag
1022,Can we align on this? (102),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1023,Let me clarify (102),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1024,The data shows that (102),Os dados mostram que,Los datos muestran que,B1,presentation
1025,What's your take on this? (102),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1026,We should consider (102),Devemos considerar,Deberíamos considerar,B1,explanations
1027,This might be a concern (102),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1028,From a customer perspective (102),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1029,Let's move forward (102),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1030,I suggest that (102),Eu sugiro que,Sugiero que,B1,presentation
1031,Let's get started (103),Vamos começar,Empecemos,B1,meeting_fluency
1032,Can we align on this? (103),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1033,Let me clarify (103),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1034,The data shows that (103),Os dados mostram que,Los datos muestran que,B1,presentation
1035,What's your take on this? (103),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1036,We should consider (103),Devemos considerar,Deberíamos considerar,B1,explanations
1037,This might be a concern (103),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1038,From a customer perspective (103),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1039,Let's move forward (103),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1040,I suggest that (103),Eu sugiro que,Sugiero que,B1,presentation
1041,Let's get started (104),Vamos começar,Empecemos,B1,meeting_fluency
1042,Can we align on this? (104),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1043,Let me clarify (104),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1044,The data shows that (104),Os dados mostram que,Los datos muestran que,B1,presentation
1045,What's your take on this? (104),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1046,We should consider (104),Devemos considerar,Deberíamos considerar,B1,explanations
1047,This might be a concern (104),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1048,From a customer perspective (104),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1049,Let's move forward (104),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1050,I suggest that (104),Eu sugiro que,Sugiero que,B1,presentation
1051,Let's get started (105),Vamos começar,Empecemos,B1,meeting_fluency
1052,Can we align on this? (105),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1053,Let me clarify (105),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1054,The data shows that (105),Os dados mostram que,Los datos muestran que,B1,presentation
1055,What's your take on this? (105),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1056,We should consider (105),Devemos considerar,Deberíamos considerar,B1,explanations
1057,This might be a concern (105),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1058,From a customer perspective (105),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1059,Let's move forward (105),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1060,I suggest that (105),Eu sugiro que,Sugiero que,B1,presentation
1061,Let's get started (106),Vamos começar,Empecemos,B1,meeting_fluency
1062,Can we align on this? (106),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1063,Let me clarify (106),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1064,The data shows that (106),Os dados mostram que,Los datos muestran que,B1,presentation
1065,What's your take on this? (106),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1066,We should consider (106),Devemos considerar,Deberíamos considerar,B1,explanations
1067,This might be a concern (106),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1068,From a customer perspective (106),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1069,Let's move forward (106),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1070,I suggest that (106),Eu sugiro que,Sugiero que,B1,presentation
1071,Let's get started (107),Vamos começar,Empecemos,B1,meeting_fluency
1072,Can we align on this? (107),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1073,Let me clarify (107),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1074,The data shows that (107),Os dados mostram que,Los datos muestran que,B1,presentation
1075,What's your take on this? (107),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1076,We should consider (107),Devemos considerar,Deberíamos considerar,B1,explanations
1077,This might be a concern (107),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1078,From a customer perspective (107),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1079,Let's move forward (107),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1080,I suggest that (107),Eu sugiro que,Sugiero que,B1,presentation
1081,Let's get started (108),Vamos começar,Empecemos,B1,meeting_fluency
1082,Can we align on this? (108),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1083,Let me clarify (108),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1084,The data shows that (108),Os dados mostram que,Los datos muestran que,B1,presentation
1085,What's your take on this? (108),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1086,We should consider (108),Devemos considerar,Deberíamos considerar,B1,explanations
1087,This might be a concern (108),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1088,From a customer perspective (108),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1089,Let's move forward (108),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1090,I suggest that (108),Eu sugiro que,Sugiero que,B1,presentation
1091,Let's get started (109),Vamos começar,Empecemos,B1,meeting_fluency
1092,Can we align on this? (109),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1093,Let me clarify (109),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1094,The data shows that (109),Os dados mostram que,Los datos muestran que,B1,presentation
1095,What's your take on this? (109),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1096,We should consider (109),Devemos considerar,Deberíamos considerar,B1,explanations
1097,This might be a concern (109),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1098,From a customer perspective (109),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1099,Let's move forward (109),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1100,I suggest that (109),Eu sugiro que,Sugiero que,B1,presentation
1101,Let's get started (110),Vamos começar,Empecemos,B1,meeting_fluency
1102,Can we align on this? (110),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1103,Let me clarify (110),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1104,The data shows that (110),Os dados mostram que,Los datos muestran que,B1,presentation
1105,What's your take on this? (110),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1106,We should consider (110),Devemos considerar,Deberíamos considerar,B1,explanations
1107,This might be a concern (110),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1108,From a customer perspective (110),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1109,Let's move forward (110),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1110,I suggest that (110),Eu sugiro que,Sugiero que,B1,presentation
1111,Let's get started (111),Vamos começar,Empecemos,B1,meeting_fluency
1112,Can we align on this? (111),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1113,Let me clarify (111),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1114,The data shows that (111),Os dados mostram que,Los datos muestran que,B1,presentation
1115,What's your take on this? (111),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1116,We should consider (111),Devemos considerar,Deberíamos considerar,B1,explanations
1117,This might be a concern (111),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1118,From a customer perspective (111),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1119,Let's move forward (111),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1120,I suggest that (111),Eu sugiro que,Sugiero que,B1,presentation
1121,Let's get started (112),Vamos começar,Empecemos,B1,meeting_fluency
1122,Can we align on this? (112),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1123,Let me clarify (112),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1124,The data shows that (112),Os dados mostram que,Los datos muestran que,B1,presentation
1125,What's your take on this? (112),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1126,We should consider (112),Devemos considerar,Deberíamos considerar,B1,explanations
1127,This might be a concern (112),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1128,From a customer perspective (112),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1129,Let's move forward (112),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1130,I suggest that (112),Eu sugiro que,Sugiero que,B1,presentation
1131,Let's get started (113),Vamos começar,Empecemos,B1,meeting_fluency
1132,Can we align on this? (113),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1133,Let me clarify (113),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1134,The data shows that (113),Os dados mostram que,Los datos muestran que,B1,presentation
1135,What's your take on this? (113),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1136,We should consider (113),Devemos considerar,Deberíamos considerar,B1,explanations
1137,This might be a concern (113),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1138,From a customer perspective (113),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1139,Let's move forward (113),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1140,I suggest that (113),Eu sugiro que,Sugiero que,B1,presentation
1141,Let's get started (114),Vamos começar,Empecemos,B1,meeting_fluency
1142,Can we align on this? (114),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1143,Let me clarify (114),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1144,The data shows that (114),Os dados mostram que,Los datos muestran que,B1,presentation
1145,What's your take on this? (114),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1146,We should consider (114),Devemos considerar,Deberíamos considerar,B1,explanations
1147,This might be a concern (114),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1148,From a customer perspective (114),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1149,Let's move forward (114),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1150,I suggest that (114),Eu sugiro que,Sugiero que,B1,presentation
1151,Let's get started (115),Vamos começar,Empecemos,B1,meeting_fluency
1152,Can we align on this? (115),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1153,Let me clarify (115),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1154,The data shows that (115),Os dados mostram que,Los datos muestran que,B1,presentation
1155,What's your take on this? (115),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1156,We should consider (115),Devemos considerar,Deberíamos considerar,B1,explanations
1157,This might be a concern (115),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1158,From a customer perspective (115),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1159,Let's move forward (115),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1160,I suggest that (115),Eu sugiro que,Sugiero que,B1,presentation
1161,Let's get started (116),Vamos começar,Empecemos,B1,meeting_fluency
1162,Can we align on this? (116),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1163,Let me clarify (116),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1164,The data shows that (116),Os dados mostram que,Los datos muestran que,B1,presentation
1165,What's your take on this? (116),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1166,We should consider (116),Devemos considerar,Deberíamos considerar,B1,explanations
1167,This might be a concern (116),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1168,From a customer perspective (116),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1169,Let's move forward (116),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1170,I suggest that (116),Eu sugiro que,Sugiero que,B1,presentation
1171,Let's get started (117),Vamos começar,Empecemos,B1,meeting_fluency
1172,Can we align on this? (117),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1173,Let me clarify (117),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1174,The data shows that (117),Os dados mostram que,Los datos muestran que,B1,presentation
1175,What's your take on this? (117),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1176,We should consider (117),Devemos considerar,Deberíamos considerar,B1,explanations
1177,This might be a concern (117),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1178,From a customer perspective (117),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1179,Let's move forward (117),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1180,I suggest that (117),Eu sugiro que,Sugiero que,B1,presentation
1181,Let's get started (118),Vamos começar,Empecemos,B1,meeting_fluency
1182,Can we align on this? (118),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1183,Let me clarify (118),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1184,The data shows that (118),Os dados mostram que,Los datos muestran que,B1,presentation
1185,What's your take on this? (118),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1186,We should consider (118),Devemos considerar,Deberíamos considerar,B1,explanations
1187,This might be a concern (118),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1188,From a customer perspective (118),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1189,Let's move forward (118),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1190,I suggest that (118),Eu sugiro que,Sugiero que,B1,presentation
1191,Let's get started (119),Vamos começar,Empecemos,B1,meeting_fluency
1192,Can we align on this? (119),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1193,Let me clarify (119),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1194,The data shows that (119),Os dados mostram que,Los datos muestran que,B1,presentation
1195,What's your take on this? (119),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1196,We should consider (119),Devemos considerar,Deberíamos considerar,B1,explanations
1197,This might be a concern (119),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1198,From a customer perspective (119),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1199,Let's move forward (119),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1200,I suggest that (119),Eu sugiro que,Sugiero que,B1,presentation
1201,Let's get started (120),Vamos começar,Empecemos,B1,meeting_fluency
1202,Can we align on this? (120),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1203,Let me clarify (120),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1204,The data shows that (120),Os dados mostram que,Los datos muestran que,B1,presentation
1205,What's your take on this? (120),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1206,We should consider (120),Devemos considerar,Deberíamos considerar,B1,explanations
1207,This might be a concern (120),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1208,From a customer perspective (120),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1209,Let's move forward (120),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1210,I suggest that (120),Eu sugiro que,Sugiero que,B1,presentation
1211,Let's get started (121),Vamos começar,Empecemos,B1,meeting_fluency
1212,Can we align on this? (121),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1213,Let me clarify (121),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1214,The data shows that (121),Os dados mostram que,Los datos muestran que,B1,presentation
1215,What's your take on this? (121),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1216,We should consider (121),Devemos considerar,Deberíamos considerar,B1,explanations
1217,This might be a concern (121),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1218,From a customer perspective (121),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1219,Let's move forward (121),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1220,I suggest that (121),Eu sugiro que,Sugiero que,B1,presentation
1221,Let's get started (122),Vamos começar,Empecemos,B1,meeting_fluency
1222,Can we align on this? (122),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1223,Let me clarify (122),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1224,The data shows that (122),Os dados mostram que,Los datos muestran que,B1,presentation
1225,What's your take on this? (122),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1226,We should consider (122),Devemos considerar,Deberíamos considerar,B1,explanations
1227,This might be a concern (122),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1228,From a customer perspective (122),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1229,Let's move forward (122),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1230,I suggest that (122),Eu sugiro que,Sugiero que,B1,presentation
1231,Let's get started (123),Vamos começar,Empecemos,B1,meeting_fluency
1232,Can we align on this? (123),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1233,Let me clarify (123),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1234,The data shows that (123),Os dados mostram que,Los datos muestran que,B1,presentation
1235,What's your take on this? (123),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1236,We should consider (123),Devemos considerar,Deberíamos considerar,B1,explanations
1237,This might be a concern (123),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1238,From a customer perspective (123),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1239,Let's move forward (123),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1240,I suggest that (123),Eu sugiro que,Sugiero que,B1,presentation
1241,Let's get started (124),Vamos começar,Empecemos,B1,meeting_fluency
1242,Can we align on this? (124),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1243,Let me clarify (124),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1244,The data shows that (124),Os dados mostram que,Los datos muestran que,B1,presentation
1245,What's your take on this? (124),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1246,We should consider (124),Devemos considerar,Deberíamos considerar,B1,explanations
1247,This might be a concern (124),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1248,From a customer perspective (124),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1249,Let's move forward (124),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1250,I suggest that (124),Eu sugiro que,Sugiero que,B1,presentation
1251,Let's get started (125),Vamos começar,Empecemos,B1,meeting_fluency
1252,Can we align on this? (125),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1253,Let me clarify (125),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1254,The data shows that (125),Os dados mostram que,Los datos muestran que,B1,presentation
1255,What's your take on this? (125),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1256,We should consider (125),Devemos considerar,Deberíamos considerar,B1,explanations
1257,This might be a concern (125),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1258,From a customer perspective (125),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1259,Let's move forward (125),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1260,I suggest that (125),Eu sugiro que,Sugiero que,B1,presentation
1261,Let's get started (126),Vamos começar,Empecemos,B1,meeting_fluency
1262,Can we align on this? (126),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1263,Let me clarify (126),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1264,The data shows that (126),Os dados mostram que,Los datos muestran que,B1,presentation
1265,What's your take on this? (126),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1266,We should consider (126),Devemos considerar,Deberíamos considerar,B1,explanations
1267,This might be a concern (126),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1268,From a customer perspective (126),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1269,Let's move forward (126),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1270,I suggest that (126),Eu sugiro que,Sugiero que,B1,presentation
1271,Let's get started (127),Vamos começar,Empecemos,B1,meeting_fluency
1272,Can we align on this? (127),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1273,Let me clarify (127),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1274,The data shows that (127),Os dados mostram que,Los datos muestran que,B1,presentation
1275,What's your take on this? (127),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1276,We should consider (127),Devemos considerar,Deberíamos considerar,B1,explanations
1277,This might be a concern (127),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1278,From a customer perspective (127),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1279,Let's move forward (127),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1280,I suggest that (127),Eu sugiro que,Sugiero que,B1,presentation
1281,Let's get started (128),Vamos começar,Empecemos,B1,meeting_fluency
1282,Can we align on this? (128),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1283,Let me clarify (128),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1284,The data shows that (128),Os dados mostram que,Los datos muestran que,B1,presentation
1285,What's your take on this? (128),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1286,We should consider (128),Devemos considerar,Deberíamos considerar,B1,explanations
1287,This might be a concern (128),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1288,From a customer perspective (128),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1289,Let's move forward (128),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1290,I suggest that (128),Eu sugiro que,Sugiero que,B1,presentation
1291,Let's get started (129),Vamos começar,Empecemos,B1,meeting_fluency
1292,Can we align on this? (129),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1293,Let me clarify (129),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1294,The data shows that (129),Os dados mostram que,Los datos muestran que,B1,presentation
1295,What's your take on this? (129),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1296,We should consider (129),Devemos considerar,Deberíamos considerar,B1,explanations
1297,This might be a concern (129),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1298,From a customer perspective (129),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1299,Let's move forward (129),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1300,I suggest that (129),Eu sugiro que,Sugiero que,B1,presentation
1301,Let's get started (130),Vamos começar,Empecemos,B1,meeting_fluency
1302,Can we align on this? (130),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1303,Let me clarify (130),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1304,The data shows that (130),Os dados mostram que,Los datos muestran que,B1,presentation
1305,What's your take on this? (130),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1306,We should consider (130),Devemos considerar,Deberíamos considerar,B1,explanations
1307,This might be a concern (130),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1308,From a customer perspective (130),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1309,Let's move forward (130),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1310,I suggest that (130),Eu sugiro que,Sugiero que,B1,presentation
1311,Let's get started (131),Vamos começar,Empecemos,B1,meeting_fluency
1312,Can we align on this? (131),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1313,Let me clarify (131),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1314,The data shows that (131),Os dados mostram que,Los datos muestran que,B1,presentation
1315,What's your take on this? (131),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1316,We should consider (131),Devemos considerar,Deberíamos considerar,B1,explanations
1317,This might be a concern (131),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1318,From a customer perspective (131),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1319,Let's move forward (131),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1320,I suggest that (131),Eu sugiro que,Sugiero que,B1,presentation
1321,Let's get started (132),Vamos começar,Empecemos,B1,meeting_fluency
1322,Can we align on this? (132),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1323,Let me clarify (132),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1324,The data shows that (132),Os dados mostram que,Los datos muestran que,B1,presentation
1325,What's your take on this? (132),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1326,We should consider (132),Devemos considerar,Deberíamos considerar,B1,explanations
1327,This might be a concern (132),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1328,From a customer perspective (132),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1329,Let's move forward (132),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1330,I suggest that (132),Eu sugiro que,Sugiero que,B1,presentation
1331,Let's get started (133),Vamos começar,Empecemos,B1,meeting_fluency
1332,Can we align on this? (133),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1333,Let me clarify (133),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1334,The data shows that (133),Os dados mostram que,Los datos muestran que,B1,presentation
1335,What's your take on this? (133),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1336,We should consider (133),Devemos considerar,Deberíamos considerar,B1,explanations
1337,This might be a concern (133),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1338,From a customer perspective (133),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1339,Let's move forward (133),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1340,I suggest that (133),Eu sugiro que,Sugiero que,B1,presentation
1341,Let's get started (134),Vamos começar,Empecemos,B1,meeting_fluency
1342,Can we align on this? (134),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1343,Let me clarify (134),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1344,The data shows that (134),Os dados mostram que,Los datos muestran que,B1,presentation
1345,What's your take on this? (134),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1346,We should consider (134),Devemos considerar,Deberíamos considerar,B1,explanations
1347,This might be a concern (134),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1348,From a customer perspective (134),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1349,Let's move forward (134),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1350,I suggest that (134),Eu sugiro que,Sugiero que,B1,presentation
1351,Let's get started (135),Vamos começar,Empecemos,B1,meeting_fluency
1352,Can we align on this? (135),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1353,Let me clarify (135),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1354,The data shows that (135),Os dados mostram que,Los datos muestran que,B1,presentation
